user_id,group,signup_date,country,baseline_steps_7d,steps_7d,reward_points_7d,ad_revenue_7d,is_retained_d7
u_006419,control,2024-11-08,JP,7917,50493,117,3.47,1
u_002145,control,2024-12-21,JP,3473,22716,41,0.73,1
u_006921,test,2024-11-24,KR,10572,80391,193,3.37,1
u_011841,control,2024-11-06,KR,5301,47443,103,2.89,0
u_007022,control,2024-11-09,JP,6133,42915,102,2.68,1
u_001941,test,2024-12-20,KR,9263,71895,173,2.58,1
u_014812,test,2024-12-02,KR,5311,50769,86,3.31,1
u_008366,test,2024-12-30,US,1972,14899,29,0.49,0
u_006913,test,2024-11-01,KR,2807,24801,50,1.0,1
u_005790,test,2024-11-23,US,5073,33194,62,3.0,0
u_002206,control,2024-11-04,KR,3783,27252,58,2.94,1
u_002315,test,2024-12-25,KR,3680,26904,41,1.03,1
u_012452,control,2024-11-07,KR,5910,44120,105,3.63,1
u_008885,control,2024-11-23,KR,2138,11658,27,0.71,1
u_014851,test,2024-11-17,KR,5465,46726,111,2.32,1
u_005304,test,2024-11-10,US,3241,22292,41,2.33,0
u_007262,control,2024-11-11,US,6798,45700,79,1.94,0
u_007307,test,2024-12-16,KR,7525,66562,124,6.77,1
u_003795,test,2024-11-06,KR,6918,51231,125,1.35,1
u_001970,test,2024-12-19,US,6235,45296,112,2.01,1
u_009070,test,2024-11-14,KR,5418,41109,73,3.98,1
u_007218,test,2024-12-11,KR,5340,37219,69,2.11,0
u_013573,test,2024-11-22,US,4851,46969,73,2.11,1
u_001901,test,2024-11-28,KR,2994,22527,43,0.61,0
u_014569,control,2024-12-13,KR,5395,32696,71,1.23,1
u_005702,control,2024-12-15,KR,7282,49549,86,1.33,1
u_011322,control,2024-11-23,JP,3775,28918,50,2.43,0
u_006532,test,2024-12-03,JP,7100,49539,80,1.86,1
u_005421,control,2024-11-17,KR,5437,35116,71,3.59,0
u_013754,test,2024-12-23,JP,6438,47012,110,2.99,0
u_009201,test,2024-11-30,KR,2357,17161,39,1.12,0
u_004932,test,2024-12-20,KR,6312,41593,82,3.28,1
u_008661,control,2024-12-30,US,5073,39795,78,4.02,1
u_008130,test,2024-12-15,US,5594,47090,90,2.29,1
u_014844,test,2024-11-01,US,6524,44118,73,4.83,1
u_010894,control,2024-11-23,JP,5259,37993,76,2.91,1
u_010747,test,2024-12-23,US,5977,37311,86,3.1,1
u_009053,test,2024-11-17,JP,4024,31714,56,1.57,0
u_007264,control,2024-11-17,KR,7438,51480,113,3.55,1
u_014735,test,2024-11-29,JP,5879,49775,74,2.35,1
u_011691,control,2024-12-25,US,3008,21854,38,1.74,0
u_000747,test,2024-12-23,US,4076,28807,53,1.3,0
u_009145,test,2024-12-07,KR,4551,35910,74,3.26,0
u_007669,control,2024-11-01,US,5409,53272,127,1.89,0
u_000917,control,2024-11-02,US,6933,51560,111,4.11,0
u_003423,control,2024-12-12,KR,6449,48148,88,4.54,1
u_001988,control,2024-12-30,KR,8650,54304,121,5.58,0
u_014762,test,2024-12-22,KR,6478,46339,70,4.06,1
u_000641,test,2024-12-15,KR,4999,34748,84,3.71,1
u_012536,control,2024-11-05,JP,4345,27974,63,1.12,1
u_008718,control,2024-12-22,KR,2673,10700,25,0.96,0
u_006828,control,2024-11-15,JP,3077,24719,43,2.35,0
u_009816,test,2024-12-17,KR,5598,61479,95,6.51,1
u_007644,control,2024-12-26,KR,9812,71655,122,2.05,1
u_013235,control,2024-11-19,KR,5692,35161,63,3.11,0
u_000118,control,2024-12-26,KR,6190,39607,89,2.27,1
u_010517,control,2024-11-12,KR,3830,22435,48,1.22,0
u_006447,control,2024-11-12,KR,6182,47959,73,1.6,1
u_014650,test,2024-11-05,JP,4408,19767,40,1.97,0
u_004993,test,2024-11-12,KR,4970,37299,87,3.82,1
u_008754,control,2024-12-27,JP,5231,40671,71,3.52,1
u_014928,control,2024-11-22,JP,4484,26997,56,0.86,1
u_009048,test,2024-12-21,KR,1202,6883,13,0.37,0
u_004087,control,2024-12-25,KR,4382,31637,70,1.62,1
u_003030,test,2024-12-31,US,5745,52401,94,5.27,1
u_000004,test,2024-12-06,JP,3039,23118,42,0.88,0
u_007821,control,2024-11-09,US,5712,43854,84,3.96,0
u_007793,control,2024-12-24,KR,8612,49162,112,3.79,1
u_003616,control,2024-12-16,KR,4834,34989,80,1.51,1
u_005884,test,2024-12-31,KR,6734,60438,123,5.71,1
u_008180,test,2024-11-16,KR,4974,33637,56,2.06,1
u_011019,control,2024-12-30,US,4713,28542,56,1.54,0
u_011758,test,2024-12-04,US,7575,62177,141,1.9,1
u_010146,control,2024-11-17,JP,5764,34834,70,3.08,1
u_008079,test,2024-11-01,KR,2780,21833,33,0.71,0
u_007996,test,2024-12-13,KR,6724,54187,96,3.39,1
u_007251,test,2024-11-14,KR,4730,47513,87,3.25,1
u_008177,control,2024-12-27,KR,6923,48793,88,4.77,0
u_010386,control,2024-12-12,KR,4231,25665,62,0.68,0
u_007221,test,2024-11-21,KR,7926,76012,166,2.64,0
u_008791,test,2024-11-15,KR,4363,34330,67,1.98,1
u_009444,test,2024-12-09,KR,7697,51564,87,4.31,1
u_014674,test,2024-11-16,KR,7151,59530,115,2.39,1
u_014410,control,2024-12-19,US,9549,70405,108,4.42,1
u_006757,test,2024-12-31,KR,2523,20939,51,2.28,1
u_013195,control,2024-11-17,KR,10580,74750,183,2.25,1
u_010639,test,2024-11-12,KR,4977,36034,80,2.56,1
u_003139,test,2024-11-28,KR,4483,39208,84,1.85,0
u_008134,test,2024-11-30,JP,6598,34705,64,1.59,1
u_006081,test,2024-12-09,JP,7185,63960,120,1.8,1
u_008266,control,2024-11-28,US,8553,67285,161,6.45,0
u_007998,test,2024-12-01,JP,4240,41216,82,2.13,0
u_009067,control,2024-11-25,KR,5307,31447,60,1.59,0
u_006246,test,2024-11-11,KR,7155,52073,79,5.56,0
u_010769,test,2024-12-01,KR,6732,56895,112,5.65,1
u_004355,test,2024-11-11,JP,5131,34023,78,1.87,1
u_000271,control,2024-12-25,KR,5185,41441,100,2.72,0
u_002927,control,2024-12-09,KR,5979,52434,110,2.45,1
u_014785,control,2024-12-19,KR,6208,43559,83,2.54,0
u_009514,control,2024-11-23,JP,7178,39335,66,2.43,1
u_011273,control,2024-12-24,KR,4905,31315,63,3.03,0
u_000104,test,2024-12-01,KR,4331,31345,67,3.08,1
u_006950,test,2024-11-22,KR,4222,33097,82,2.69,1
u_012227,control,2024-11-29,JP,3562,27886,60,1.32,1
u_012043,control,2024-12-04,US,3832,28012,42,2.46,1
u_000723,test,2024-12-27,US,8611,73957,159,6.66,0
u_003120,control,2024-12-02,KR,5895,40908,66,1.1,1
u_009034,control,2024-11-13,JP,4009,29316,64,1.48,1
u_000872,control,2024-12-20,JP,9558,63299,105,3.6,0
u_010036,test,2024-11-08,KR,7785,62234,121,3.82,1
u_013629,control,2024-11-16,KR,7175,52149,106,5.74,0
u_002239,control,2024-12-01,KR,6213,41156,73,2.44,1
u_004674,test,2024-11-28,KR,7439,57754,117,4.18,1
u_001083,test,2024-12-07,JP,5606,45784,90,4.49,1
u_003224,control,2024-12-07,KR,4271,24171,51,0.67,0
u_001133,test,2024-12-12,KR,7359,51650,93,3.52,1
u_000838,control,2024-12-19,KR,6295,46836,92,4.03,1
u_013197,control,2024-11-06,KR,3276,25106,39,2.03,1
u_002097,test,2024-11-01,US,5926,44766,99,4.34,1
u_008421,control,2024-12-10,KR,2829,16740,36,0.43,0
u_004708,control,2024-12-30,KR,2029,10945,26,0.8,0
u_001071,test,2024-11-30,KR,5859,45951,85,4.81,1
u_014191,control,2024-11-11,US,5625,27452,59,2.27,1
u_004467,control,2024-11-23,JP,7047,45870,112,4.76,0
u_002138,test,2024-12-09,KR,4480,32134,79,2.65,0
u_011860,control,2024-11-23,JP,6466,42040,68,1.41,1
u_010247,test,2024-12-21,JP,2126,17922,42,0.72,0
u_005967,test,2024-12-16,KR,4216,25978,45,0.85,1
u_006585,control,2024-12-27,JP,3126,25518,63,1.61,0
u_014362,control,2024-11-04,US,8548,56411,99,4.73,1
u_003460,test,2024-11-05,US,5572,50232,114,3.06,0
u_013833,control,2024-11-23,KR,8330,56345,109,2.91,1
u_001827,test,2024-12-18,US,3563,19660,45,1.56,0
u_010813,control,2024-11-20,KR,6892,49618,106,3.18,1
u_004370,control,2024-12-25,KR,3778,29739,63,1.67,1
u_014145,control,2024-11-09,US,4369,39594,81,4.35,1
u_008503,test,2024-11-05,KR,5480,28365,67,2.21,0
u_013401,control,2024-11-19,JP,5692,39055,78,1.41,0
u_010897,test,2024-11-21,KR,6747,44006,76,1.87,0
u_006802,test,2024-12-28,US,4306,30944,67,1.43,0
u_001415,test,2024-12-14,JP,6993,45747,97,2.24,1
u_011584,control,2024-12-16,US,3211,28878,53,1.29,0
u_012172,control,2024-12-30,KR,9907,70280,151,2.29,1
u_007052,control,2024-12-19,US,7358,60662,151,6.1,0
u_014795,test,2024-12-22,KR,9675,76534,149,3.95,1
u_002694,test,2024-11-10,US,5374,43450,73,4.09,1
u_010560,control,2024-12-21,JP,3675,24705,55,2.35,1
u_010158,test,2024-12-07,JP,3342,25639,59,2.64,0
u_006572,test,2024-11-08,KR,4456,39721,85,2.91,1
u_000046,control,2024-12-06,KR,5386,46320,75,3.19,0
u_010815,test,2024-12-01,KR,6818,41588,71,3.47,0
u_006441,test,2024-11-10,KR,4323,29331,46,1.38,0
u_001414,control,2024-11-02,US,6634,49263,110,5.08,0
u_000853,control,2024-11-03,JP,9616,67872,115,2.56,1
u_001858,control,2024-11-11,US,7231,39998,81,2.12,0
u_004195,control,2024-11-04,JP,3588,24598,40,1.78,0
u_007742,control,2024-11-28,JP,5406,35191,66,2.69,1
u_006443,test,2024-11-26,JP,4099,33661,54,2.52,1
u_013896,control,2024-11-28,KR,5328,37049,57,2.38,0
u_008685,control,2024-12-24,US,8066,65841,142,6.29,1
u_005897,control,2024-12-20,KR,2915,24787,42,1.77,1
u_011468,control,2024-11-21,KR,1724,14600,25,1.26,0
u_014136,control,2024-12-30,KR,5866,42229,85,3.57,1
u_014659,control,2024-11-13,US,4261,32087,56,3.12,1
u_013866,test,2024-11-07,KR,6144,46358,94,2.12,1
u_014216,test,2024-12-15,KR,4347,36928,81,2.18,1
u_000478,test,2024-11-15,KR,6050,39712,92,1.26,1
u_007298,control,2024-11-30,KR,1685,11921,29,0.59,1
u_003814,control,2024-11-07,KR,5907,45409,84,2.48,1
u_013832,control,2024-12-01,JP,6718,45728,104,1.43,1
u_013982,control,2024-12-09,KR,4216,20814,32,0.64,0
u_003810,control,2024-12-06,JP,7502,50788,102,4.88,1
u_014983,test,2024-11-23,KR,4390,39789,93,2.94,0
u_009118,control,2024-12-06,US,5881,41711,100,1.12,1
u_005557,test,2024-11-15,US,5453,45033,93,3.2,1
u_012567,test,2024-12-26,KR,4022,32656,78,2.74,1
u_002755,control,2024-11-21,JP,7680,49057,105,2.2,1
u_003738,test,2024-12-13,KR,4677,41952,85,4.49,0
u_013913,control,2024-12-01,KR,4119,28144,55,2.09,0
u_004550,control,2024-12-06,JP,4315,40536,90,4.31,0
u_000108,test,2024-12-29,JP,3976,27742,49,1.55,0
u_014916,control,2024-11-10,US,5498,42114,99,4.43,1
u_010316,test,2024-12-08,JP,5728,48500,91,1.85,1
u_011793,test,2024-11-02,JP,5769,44625,81,3.65,1
u_008762,test,2024-12-20,US,4726,25925,46,2.5,1
u_002273,test,2024-12-07,KR,4332,32888,74,1.79,1
u_003181,test,2024-11-21,JP,6932,43053,74,2.26,1
u_009413,control,2024-11-12,JP,3668,29754,48,1.02,1
u_005989,control,2024-12-18,KR,4114,33407,64,1.67,0
u_001041,test,2024-12-08,KR,5901,51924,127,4.75,0
u_009941,test,2024-11-27,KR,6801,66693,148,3.82,1
u_012402,test,2024-11-25,KR,4293,25624,47,1.5,1
u_014933,test,2024-12-27,KR,6889,53409,81,5.71,1
u_013849,test,2024-11-28,JP,3783,30892,72,0.82,1
u_004030,test,2024-12-24,US,7977,70932,145,3.43,0
u_014646,control,2024-12-01,KR,4132,32144,64,2.08,1
u_001978,control,2024-11-21,KR,8206,64802,145,4.58,0
u_003917,test,2024-11-03,JP,6735,61680,146,5.51,1
u_012338,control,2024-12-02,US,1705,13944,20,0.47,0
u_001204,test,2024-12-08,JP,6031,44982,86,2.73,1
u_000532,control,2024-11-05,US,4146,21976,54,2.25,0
u_002309,test,2024-12-01,JP,8594,56304,119,6.01,1
u_013937,control,2024-11-11,US,3552,23622,57,1.38,1
u_013124,control,2024-11-07,KR,6077,33855,53,2.08,1
u_008892,control,2024-11-22,KR,5458,36012,85,3.55,0
u_001035,test,2024-12-28,KR,4225,31191,54,1.54,0
u_008294,control,2024-11-12,JP,4628,24948,47,1.82,1
u_013071,control,2024-12-29,KR,9402,86274,143,6.75,1
u_001183,test,2024-11-04,KR,6843,43168,78,1.58,0
u_002798,control,2024-12-20,KR,6165,36040,85,1.71,1
u_000796,control,2024-12-28,KR,6627,50330,82,1.95,1
u_010802,control,2024-12-30,JP,5283,43393,69,2.21,1
u_012876,control,2024-11-17,KR,2854,22069,48,2.34,0
u_007976,control,2024-12-17,KR,3640,18602,33,1.68,0
u_012659,test,2024-12-29,KR,454,3852,8,0.2,0
u_008500,control,2024-12-18,US,2923,24145,54,0.74,1
u_012763,test,2024-11-15,KR,5710,41102,84,3.52,1
u_003308,control,2024-12-18,US,3263,25197,38,1.41,1
u_001475,control,2024-12-10,KR,5559,36871,87,3.43,0
u_011821,control,2024-11-03,KR,5756,41919,89,3.23,0
u_007610,test,2024-12-24,KR,3807,31032,51,1.08,0
u_002649,control,2024-11-10,JP,5023,37028,60,3.76,1
u_007542,test,2024-11-12,KR,2205,18998,31,1.06,0
u_003485,test,2024-12-21,KR,2600,20371,50,0.64,1
u_008738,control,2024-12-27,KR,6336,41726,102,2.39,0
u_003379,test,2024-11-20,JP,8248,51379,82,3.72,1
u_008175,control,2024-12-28,JP,3011,19859,33,0.66,1
u_013699,test,2024-12-24,KR,7340,49831,110,3.77,1
u_013869,control,2024-12-10,US,5439,38187,88,3.05,1
u_011266,test,2024-12-05,KR,5189,45170,97,1.65,0
u_001833,control,2024-11-04,US,4666,33578,81,2.85,1
u_000164,test,2024-12-30,KR,3597,30334,58,3.27,0
u_008739,control,2024-12-09,KR,4820,43052,106,2.42,0
u_002772,control,2024-12-04,US,6549,39709,70,2.94,1
u_004493,control,2024-11-17,KR,6039,40127,73,4.31,0
u_012594,control,2024-12-28,KR,3862,32288,68,0.88,1
u_003685,control,2024-12-25,KR,6047,38195,72,3.04,1
u_006569,control,2024-12-06,KR,8100,59304,117,2.06,1
u_004916,test,2024-11-06,US,7044,54026,100,2.91,1
u_000444,control,2024-11-26,KR,6058,46827,81,4.93,1
u_011125,test,2024-12-28,KR,4997,49966,102,4.02,1
u_004655,control,2024-11-24,JP,5069,36271,54,2.76,1
u_004384,control,2024-12-10,KR,6248,47752,104,2.99,0
u_002553,control,2024-12-05,KR,2379,17597,30,1.4,0
u_012292,test,2024-12-16,KR,5384,47243,97,2.86,1
u_002565,test,2024-12-14,KR,5816,42613,76,3.44,0
u_005482,control,2024-11-16,KR,3296,18935,41,1.1,0
u_002496,test,2024-12-12,US,9293,56769,125,3.74,0
u_002383,test,2024-12-26,JP,6096,38661,66,4.02,1
u_014201,test,2024-12-16,US,5844,42176,88,1.69,1
u_003828,test,2024-11-21,US,1883,14960,26,1.36,0
u_008602,test,2024-12-12,KR,6124,43615,93,4.19,0
u_013007,test,2024-11-23,KR,7505,64308,113,1.71,1
u_009362,test,2024-11-08,JP,6065,47598,103,2.24,1
u_004530,control,2024-11-30,US,6494,46361,103,3.26,1
u_010681,test,2024-11-10,KR,5977,44166,79,3.36,1
u_006243,test,2024-11-05,KR,5577,48918,106,2.22,1
u_011374,test,2024-12-27,KR,7877,53076,108,4.76,1
u_000551,control,2024-12-25,JP,3906,28695,70,2.45,1
u_002170,control,2024-11-18,KR,5151,35023,58,2.74,1
u_003361,test,2024-11-05,KR,8548,56185,113,3.9,1
u_001605,test,2024-11-21,US,7421,57340,129,3.31,1
u_007106,test,2024-11-15,KR,5743,43269,84,1.2,1
u_008288,control,2024-11-17,KR,6406,58068,124,4.13,1
u_004052,control,2024-11-16,US,6038,43451,84,2.68,0
u_013343,test,2024-11-11,KR,4874,36086,54,2.04,1
u_006301,test,2024-11-16,JP,4114,37134,56,1.77,1
u_008210,control,2024-12-19,KR,7244,62610,111,3.85,1
u_006167,control,2024-11-25,JP,4977,28503,42,1.3,1
u_008570,control,2024-12-11,US,4142,27497,57,1.9,0
u_014630,control,2024-12-16,KR,4148,32683,59,2.13,1
u_011441,control,2024-11-26,KR,6515,55875,85,5.14,1
u_010862,test,2024-12-03,KR,6052,33701,68,1.94,0
u_003741,test,2024-11-23,JP,4232,35521,59,2.42,1
u_005112,control,2024-12-21,JP,5567,33781,63,2.34,0
u_009278,control,2024-12-24,KR,3819,29083,68,1.49,1
u_014742,test,2024-11-03,JP,4895,41230,81,4.0,1
u_012851,control,2024-12-27,US,3927,31610,62,1.45,1
u_001452,test,2024-11-12,KR,3982,31462,64,2.22,1
u_008540,control,2024-12-15,KR,3956,31795,73,3.2,0
u_006847,control,2024-11-14,US,5001,30398,57,2.04,0
u_003178,test,2024-11-17,JP,8624,63303,130,6.88,1
u_001152,test,2024-12-10,KR,5444,33582,67,2.53,1
u_005975,test,2024-12-25,US,3691,31482,47,2.13,0
u_009250,control,2024-11-07,KR,8623,67957,141,3.6,1
u_014686,test,2024-11-14,KR,3176,27096,61,1.87,0
u_003581,control,2024-11-08,KR,2748,25152,53,1.28,1
u_004281,control,2024-12-15,JP,4785,33027,57,2.9,0
u_007413,control,2024-11-15,KR,6776,52481,94,4.15,1
u_001527,control,2024-11-30,KR,6665,32258,65,2.08,0
u_000542,test,2024-11-04,KR,7578,53861,87,2.19,0
u_006857,test,2024-11-06,JP,4746,37462,79,3.01,1
u_011289,control,2024-11-18,KR,7136,52673,99,4.53,1
u_010744,test,2024-12-23,US,4057,33197,53,3.04,1
u_013251,control,2024-11-06,KR,8403,65891,116,7.12,1
u_002149,test,2024-11-05,US,5185,39969,61,1.21,0
u_011870,test,2024-12-19,JP,9058,78070,150,5.26,1
u_012255,control,2024-12-09,JP,5957,35572,84,2.47,1
u_014146,control,2024-11-08,US,2732,22873,46,2.38,1
u_008601,test,2024-11-01,KR,5040,32053,72,1.41,1
u_009225,test,2024-11-21,JP,5204,42203,105,2.1,1
u_003334,control,2024-12-28,KR,5917,46098,83,1.79,0
u_001219,test,2024-12-19,US,3555,33510,60,0.87,0
u_009645,control,2024-12-28,JP,2334,18920,39,1.86,0
u_001424,control,2024-12-07,US,8148,47051,105,3.35,1
u_010370,control,2024-12-14,KR,8202,71460,112,4.94,0
u_011197,test,2024-11-17,JP,7342,50283,83,1.84,1
u_003440,test,2024-12-27,KR,6342,54045,127,2.21,0
u_012456,test,2024-11-18,KR,6362,49589,107,3.23,1
u_009230,test,2024-11-29,JP,4876,35778,67,3.12,0
u_011004,control,2024-12-17,KR,5661,40137,97,2.97,1
u_002121,test,2024-12-22,KR,7493,56730,133,5.79,1
u_011453,control,2024-12-14,KR,5027,37782,71,3.61,0
u_000655,control,2024-11-11,US,4670,38352,61,2.57,1
u_011398,test,2024-12-07,JP,3066,20393,48,0.61,0
u_008588,test,2024-11-23,US,4951,46017,95,2.39,1
u_011356,test,2024-12-09,JP,6320,44145,102,4.02,1
u_004955,test,2024-12-19,KR,4786,36035,56,0.92,0
u_003424,test,2024-12-05,KR,7573,61810,116,6.58,1
u_000446,control,2024-11-14,US,6534,53179,81,4.68,0
u_002762,control,2024-12-13,KR,7072,60956,144,2.53,1
u_010123,test,2024-11-23,KR,5340,42644,83,2.89,1
u_010781,control,2024-12-24,KR,3237,22097,45,0.65,0
u_004299,test,2024-12-30,JP,5849,41834,75,3.85,1
u_008730,test,2024-11-26,JP,5824,38434,75,3.51,1
u_007699,test,2024-12-30,JP,7509,58618,130,2.69,1
u_004288,test,2024-12-05,JP,1514,13445,28,1.46,0
u_008453,test,2024-11-01,KR,5436,37772,77,2.95,1
u_000961,test,2024-12-03,KR,6809,49219,84,4.27,1
u_003757,test,2024-11-01,KR,8311,60762,91,3.57,1
u_001182,test,2024-11-21,KR,7447,56219,104,4.97,1
u_002329,control,2024-12-18,KR,4983,36256,83,1.73,0
u_014574,control,2024-12-18,KR,2516,19550,37,0.54,0
u_003493,control,2024-11-10,KR,6145,45723,90,2.51,1
u_002774,control,2024-12-16,US,6574,46147,83,4.62,1
u_013204,control,2024-11-01,JP,3615,22684,45,0.66,0
u_012054,control,2024-12-06,KR,5887,33185,58,3.12,1
u_002210,control,2024-11-09,JP,4930,33302,71,1.95,0
u_010850,control,2024-11-22,US,7768,40349,83,1.55,1
u_000178,test,2024-11-05,KR,8721,64298,130,3.02,1
u_011911,control,2024-11-06,JP,5691,41538,62,1.88,1
u_007790,test,2024-11-26,KR,4627,29571,68,1.26,0
u_000035,test,2024-12-05,KR,4895,29737,45,1.75,0
u_010269,control,2024-11-15,KR,9556,58434,109,3.53,0
u_007427,test,2024-11-16,KR,6118,39082,82,2.01,1
u_007014,control,2024-11-03,KR,9430,58591,143,3.97,1
u_010169,test,2024-12-13,KR,6991,52338,128,3.14,1
u_003632,test,2024-11-07,KR,6592,45564,81,2.61,0
u_013354,test,2024-11-06,JP,6796,48313,80,1.32,1
u_004722,control,2024-12-22,KR,4044,29522,60,2.13,1
u_012875,control,2024-12-01,KR,8575,58012,124,2.47,1
u_000567,control,2024-12-20,KR,5027,30379,58,0.93,0
u_000497,control,2024-12-17,US,4391,28409,55,2.17,1
u_002685,test,2024-12-24,KR,4396,37197,64,2.12,0
u_010315,test,2024-11-03,JP,5729,32015,76,1.09,1
u_008460,control,2024-12-29,US,6257,39427,61,2.21,1
u_009917,control,2024-12-03,KR,5540,25766,64,1.79,1
u_004403,test,2024-12-02,US,4832,38128,75,3.36,0
u_012749,test,2024-11-12,KR,5877,40551,63,3.17,0
u_002243,test,2024-11-22,KR,5813,45521,77,2.89,1
u_002914,test,2024-12-01,KR,3569,28686,56,1.33,0
u_003018,control,2024-11-23,KR,3772,23652,58,1.05,1
u_001294,test,2024-11-11,KR,5764,51020,95,5.55,1
u_003413,test,2024-11-05,KR,3542,29529,63,2.96,0
u_001479,control,2024-11-17,JP,6061,34725,72,1.59,0
u_002152,control,2024-12-29,KR,8667,54913,94,2.69,1
u_003126,test,2024-12-27,KR,6929,66188,150,3.94,1
u_004011,control,2024-12-02,JP,7102,54237,118,3.95,1
u_009654,test,2024-12-20,KR,6365,42321,91,2.6,1
u_002324,control,2024-11-23,JP,4364,25857,51,2.47,1
u_003331,control,2024-11-09,US,6601,49688,83,2.89,1
u_006057,control,2024-12-12,JP,7715,48454,73,5.24,1
u_003009,control,2024-12-23,KR,6654,42005,68,1.27,1
u_000673,control,2024-12-04,US,4687,33826,67,3.24,1
u_005269,test,2024-12-09,JP,7849,67451,103,3.96,0
u_001277,test,2024-12-16,JP,7945,63512,106,5.94,1
u_009638,control,2024-12-24,US,5171,45209,94,2.34,1
u_006805,control,2024-11-02,US,5432,42009,84,2.03,0
u_009740,control,2024-12-31,US,5776,45229,110,2.13,1
u_004393,control,2024-12-09,JP,3509,27198,51,2.96,0
u_009287,test,2024-11-14,US,5106,34162,70,3.44,0
u_004304,test,2024-12-29,KR,5951,53530,98,4.2,1
u_013981,control,2024-11-04,JP,6441,51132,88,3.64,0
u_013359,control,2024-12-31,KR,7150,50676,86,1.65,0
u_008470,test,2024-12-18,KR,6604,62794,102,2.28,1
u_001646,control,2024-12-17,US,3226,25153,56,1.95,1
u_002044,control,2024-12-14,KR,6046,42429,66,3.4,0
u_003668,control,2024-11-01,KR,4507,28270,60,1.39,0
u_003906,test,2024-12-30,KR,9316,58990,141,3.42,1
u_004468,test,2024-11-01,KR,7185,57328,104,4.18,1
u_005714,test,2024-12-16,KR,6381,53697,112,4.65,1
u_003452,test,2024-12-15,KR,3350,24345,52,1.91,1
u_000622,test,2024-12-05,JP,7439,73959,162,6.29,1
u_006579,control,2024-11-18,KR,8332,57426,108,3.84,1
u_005839,control,2024-12-13,US,5788,37191,85,3.7,1
u_003108,control,2024-11-04,JP,7621,52403,116,1.93,1
u_004961,test,2024-11-15,US,4251,28627,60,1.27,0
u_013427,control,2024-11-06,JP,7291,44392,77,1.3,0
u_000626,control,2024-12-19,KR,7865,55043,118,2.74,1
u_009115,test,2024-12-12,KR,4628,35678,75,3.37,1
u_004244,test,2024-11-04,JP,7304,65116,112,5.45,0
u_014279,control,2024-12-27,KR,405,2747,5,0.12,0
u_010456,control,2024-12-04,KR,4456,34779,76,1.31,1
u_007854,test,2024-11-14,JP,8282,54252,99,1.38,1
u_012624,control,2024-11-24,KR,7563,48432,113,3.09,0
u_005887,control,2024-11-16,US,4841,39658,61,4.02,1
u_002634,test,2024-11-30,KR,6156,66794,117,5.49,1
u_006235,test,2024-12-24,KR,4997,39775,74,3.93,0
u_012450,test,2024-12-05,KR,4946,43561,86,4.64,1
u_014063,test,2024-12-18,KR,7021,67804,141,4.68,1
u_014888,control,2024-12-27,KR,6226,45373,84,4.94,0
u_006004,test,2024-11-02,KR,5619,45418,84,2.75,1
u_011400,control,2024-12-25,JP,8208,71417,164,2.46,1
u_009108,test,2024-11-26,KR,2742,20493,30,0.79,0
u_007087,test,2024-11-25,US,4484,37416,60,1.11,0
u_005636,control,2024-12-15,KR,7356,50180,118,4.45,0
u_009787,test,2024-12-19,US,5127,25360,55,1.94,1
u_007658,control,2024-12-31,US,5373,33332,65,3.56,0
u_006311,test,2024-12-13,KR,5038,34533,54,2.57,1
u_002920,control,2024-11-24,JP,5546,23004,51,1.92,1
u_001346,test,2024-12-04,US,4082,27294,47,2.67,1
u_003577,test,2024-12-13,JP,5662,42944,68,1.48,1
u_005451,test,2024-12-16,KR,5403,44764,96,4.23,1
u_002029,control,2024-12-21,KR,5714,49595,117,4.01,1
u_005561,test,2024-12-30,US,5609,37352,58,0.99,1
u_013962,test,2024-11-25,US,3645,22545,39,0.98,1
u_013032,test,2024-11-27,KR,4692,33952,67,1.67,0
u_006799,control,2024-11-29,KR,3780,26381,57,2.36,1
u_014524,test,2024-11-09,JP,6403,51288,103,4.3,1
u_005121,test,2024-12-07,KR,3615,29777,52,1.6,0
u_000512,control,2024-11-30,US,5616,40807,83,1.25,1
u_005061,test,2024-11-07,JP,4788,35314,64,2.76,1
u_002696,control,2024-12-29,KR,5174,30445,73,2.44,1
u_002916,control,2024-11-12,US,4393,30529,71,0.84,0
u_002636,control,2024-11-04,JP,6972,47348,117,4.95,1
u_004344,test,2024-11-07,KR,726,6390,10,0.47,0
u_005433,test,2024-12-28,KR,7166,53690,103,4.95,1
